LGE|Nexus 5|6.0
samsung|SCH-R970|5.0.1
samsung|SM-G920W8|5.1.1
HTC|HTC6535LVW|5.1
Sony|D6643|5.1.1
motorola|XT1052|5.1
samsung|SM-T535|5.0.2
Sony|D5803|6.0.1
samsung|SGH-T999|5.1.1
LGE|LGMS330|5.1.1
samsung|GT-I9301I|5.1.1
samsung|SM-G928C|5.1.1
samsung|SM-J700M|5.1.1
samsung|SM-G928T|5.1.1
samsung|SM-T531|5.0.2
samsung|SM-A500F|5.0.2
HTC|HTC_D820ys|5.0.2
samsung|SM-G530T|5.1.1
samsung|SM-G360T|5.1.1
HTC|HTC Desire 816|5.0.2
samsung|SM-G925K|5.1.1
samsung|SM-A300M|5.0.2
Sony|C6833|5.1.1
samsung|SM-T810|5.1.1
motorola|XT1562|5.1.1
asus|ASUS_Z008|5.1.1
LGE|Kingzone K1 Turbo|5.1.1
samsung|GT-I9190|6.0
motorola|Moto E|5.1.1
motorola|XT1585|5.1.1
samsung|SM-J200H|5.1.1
motorola|Moto E|6.0
motorola|Moto G 2014|6.0.1
LGE|LG-Leon h345|5.1.1
Sony|C6902|5.1.1
samsung|SM-A500M|5.0.2
asus|P01Z|5.0.2
samsung|SM-A500H|5.0.2
samsung|SM-G361F|5.1.1
asus|Nexus 7|6.0.1
Sony|C6503|5.1.1
samsung|SM-P600|5.1.1
samsung|GT-I9505G|5.1
samsung|GT-I9300|6.0.1
samsung|SM-A500FU|5.1.1
samsung|SM-A700FD|5.0.2
LGE|LG-H818|5.1
HTC|HTC One E9s dual sim|5.0.2
samsung|SM-N910G|5.1.1
LGE|LG-H735|5.1.1
motorola|XT1572|6.0
Sony|D6633|5.1.1
samsung|GT-I9505|6.0.1
Sony|D2502|5.0.2
samsung|GT-I9190|6.0.1
HTC|0PM92|6.0.1
asus|P024|5.0.2
LGE|LG-H815|6.0
LGE|VS986|5.1
samsung|SM-N7505|5.1.1
samsung|SM-G531BT|5.1.1
samsung|SM-N910S|5.1.1
asus|ASUS_Z00ED|5.0.2
LGE|LS775|6.0
Sony|E5506|5.0
motorola|MotoG3|6.0
LGE|LGUS550|5.0.2
LGE|LGL33L|5.0.1
asus|ASUS ZenFone 2|5.0.1
HTC|HTC Desire 625|5.1
LGE|LG-D855|6.0
motorola|XT1039|6.0.1
samsung|SM-N920C|5.1.1
samsung|SHV-E330K|5.0.1
LGE|LG-H960|5.1.1
HTC|HTC Desire 820|5.0.2
LGE|VS425PP|5.1.1
LGE|LG-H422|5.0.1
LGE|LG-H326|5.0.1
HTC|HTC One_M8|6.0
samsung|SM-G925V|5.1.1
samsung|SM-G920F|6.0.1
LGE|LG-V495|5.0.2
Sony|D5316|5.1.1
LGE|LG-F240L|5.0.1
samsung|SM-G903M|5.1.1
HTC|HTC_One_max|5.0.2
samsung|SM-T555|5.0.2
samsung|GT-S7270|5.1.1
asus|K012|5.0
samsung|GT-I8730|6.0.1
LGE|LG-H901|5.1.1
HTC|HTC One E9PLUS dual sim|5.0.2
HTC|0PJA2|5.1
LGE|LGLS991|6.0
samsung|SM-G900I|6.0.1
samsung|SM-G600FY|5.1.1
LGE|LG-H520|5.0.2
samsung|SM-G360G|5.1.1
LGE|LG-V500|6.0.1
HTC|2PQ93|6.0.1
motorola|XT1031|5.1
samsung|GT-I9082|6.0.1
Sony|E2306|5.0
samsung|SM-N920C|6.0.1
samsung|Galaxy Nexus|5.1.1
samsung|SM-T320|6.0.1
asus|ASUS_Z00TD|5.0.2
LGE|LG-F470K|5.0.2
samsung|GT-I9070|5.1.1
samsung|SM-N900S|5.0
motorola|MotoG3-TE|6.0
LGE|VS990|5.1.1
samsung|SM-G903F|6.0.1
samsung|SM-J500H|5.1.1
samsung|SM-J500F|5.1.1
samsung|SM-G900FD|5.1.1
samsung|SM-G925W8|5.1.1
motorola|XT1078|6.0
samsung|SM-E500M|5.1.1
motorola|XT1562|6.0
samsung|SM-G800H|5.1.1
HTC|HTC_0P6B|6.0
LGE|Nexus 4|6.0
Sony|Xperia Z3|5.1.1
samsung|SM-A800I|5.1.1
samsung|SM-G928V|5.1.1
LGE|LGLS770|6.0
samsung|SM-J700H|5.1.1
samsung|SM-T900|5.1.1
asus|ASUS_Z00LD|5.0.2
LGE|LGLS751|5.1.1
HTC|HTC Desire 728 dual sim|5.1
samsung|SM-J200G|5.1.1
asus|K01A|5.0
motorola|MotoE2(4G-LTE)|6.0
samsung|SM-G903F|5.1.1
LGE|VS985 4G|6.0
motorola|XT1563|6.0
Sony|SO-02G|5.0.2
asus|ASUS_Z00A|6.0.1
samsung|SM-G935F|6.0.1
Sony|E2333|5.0
samsung|SM-S906L|5.0.2
samsung|SM-G935V|6.0.1
LGE|LG-D805|5.0.2
samsung|SM-G930P|6.0.1
HTC|HTC Butterfly s|5.0.2
samsung|SM-T335|5.1.1
samsung|SM-G930T|6.0.1
LGE|LG-H955|5.1.1
Sony|E6833|6.0
samsung|SM-G930F|6.0.1
samsung|SM-J200BT|5.1.1
samsung|SM-A300H|5.0.2
LGE|LGLS675|5.1.1
samsung|SM-N910V|5.1.1
HTC|HTC_M8x|6.0
Sony|E6853|6.0
motorola|XT1095|6.0
samsung|SHV-E330S|5.0.1
HTC|HTC One M8s|5.0.2
samsung|SAMSUNG-SM-G890A|5.1.1
Sony|E2303|5.0
samsung|SPH-L710T ro.product.name=dtltespr ro.product.device=dtltespr|6.0.1
LGE|VS990|6.0
samsung|SAMSUNG-SM-G870A|5.1.1
samsung|SM-A310F|5.1.1
Sony|E6603|6.0
samsung|SM-J200M|5.1.1
samsung|SM-T815|5.0.2
samsung|SAMSUNG-SM-N915A|5.1.1
samsung|SAMSUNG-SM-J120AZ|6.0.1
HTC|HTC Desire 816|6.0
LGE|LG-H525n|6.0
samsung|SAMSUNG-SM-G935A|6.0.1
LGE|LG-H420|5.0.1
LGE|LGLS992|6.0.1
motorola|XT1092|6.0
samsung|SM-T800|6.0.1
samsung|SM-P905V|5.1.1
samsung|SM-N920V|6.0.1
samsung|GT-I9500|5.1.1
LGE|LG-D850|5.5
motorola|XT1580|6.0
Sony|Xperia SP|6.0.1
HTC|HTCD200LVWPP|5.1
motorola|XT1022|5.1
LGE|LG-D852|6.0
LGE|Nexus 4|6.0.1
samsung|SM-G928F|6.0.1
samsung|SM-A510F|5.1.1
Sony|E6653|6.0
samsung|SM-J105B|5.1.1
LGE|LG-X150|5.0.2
samsung|SM-G920K|6.0.1
motorola|XT1575|6.0
motorola|XT1565|5.1.1
samsung|SM-N900T|6.0.1
samsung|GT-I9300I|5.1.1
LGE|LG-H631|6.0
motorola|XT1563|6.0.1
samsung|SM-G920R4|6.0.1
LGE|LG-F400L|6.0
LGE|LG-H736|6.0
samsung|SM-T805M|5.0.2
samsung|SM-G920T|6.0.1
LGE|LG-F400L|5.0
samsung|SM-G9350|6.0.1
LGE|VS986|6.0
HTC|HTC_M9e|5.0.2
samsung|GT-I9195|6.0.1
HTC|HTC One|5.1
HTC|HTC_D820f|5.0.2
samsung|SM-G9250|6.0.1
samsung|SM-G920I|6.0.1
samsung|SM-G920L|6.0.1
Sony|E5823|6.0
samsung|SAMSUNG-SGH-I747|6.0.1
LGE|LG-E980|5.1.1
samsung|SM-T377P|5.1.1
motorola|Xoom Wifi|5.1.1
samsung|SCH-I545PP|5.0.1
LGE|LG-F500S|6.0
samsung|SM-T330|5.1.1
LGE|LGL21G|5.0.1
LGE|LG-F500L|6.0
samsung|SM-N910P|6.0.1
HTC|HTC 0PGQ1|5.1
motorola|MotoE2|5.1
HTC|HTC_0P3P5|5.0.2
HTC|HTC_M9u|6.0
LGE|LG-H850|6.0.1
LGE|LG-D857|5.0.1
Sony|E5803|6.0
LGE|LG-H960|6.0
LGE|LG-H811|6.0
samsung|SM-G550T|6.0.1
LGE|LG-H830|6.0.1
LGE|LG-K430|6.0
LGE|LG-K350|6.0
samsung|SM-J500G|5.1.1
asus|ASUS_Z00UD|6.0.1
Sony|E5306|5.1
samsung|SM-G7202|5.1.1
LGE|LG-D620|6.0.1
asus|K007|5.0.1
LGE|LG-V496|5.0.2
samsung|SM-G850M|5.0.2
LGE|LG-F460S|6.0
samsung|SM-A710K|5.1.1
LGE|LGL62VL|5.1.1
motorola|XT1063|6.0
Sony|SOV32|5.1.1
samsung|SM-N920P|6.0.1
samsung|SM-J5108|5.1.1
Sony|C2305|5.1
Sony|SO-05G|5.0.2
LGE|LG-D331|5.0.2
samsung|SM-J320M|5.1.1
Sony|E5643|5.1
motorola|Moto G (4)|6.0.1
Sony|D6503|6.0.1
samsung|SM-N920T|6.0.1
samsung|SM-A700K|5.0.2
samsung|SM-N915FY|6.0.1
HTC|HTL23|5.0.2
LGE|LG-D851|6.0
HTC|HTC 10|6.0.1
samsung|SM-G9198|5.1.1
samsung|SM-G920P|6.0.1
LGE|LG-H740|5.1.1
samsung|SM-T705M|5.0.2
samsung|SM-G900V|6.0.1
asus|ASUS_Z00VD|5.1
samsung|SM-N910H|5.1.1
Sony|Xperia Z3 Dual|5.1.1
Sony|D6653|6.0.1
motorola|XT1064|6.0
Sony|E5343|5.1
samsung|GT-N5110|6.0.1
LGE|LG-D724|6.0.1
samsung|SM-N915G|6.0.1
samsung|SM-G920T1|6.0.1
samsung|SM-G928P|6.0.1
samsung|SM-J320P|5.1.1
samsung|SM-N910W8|6.0.1
samsung|SM-G360BT|5.0.2
samsung|SAMSUNG-SM-G920A|6.0.1
Sony|D2114|6.0
motorola|XT1034|5.1
LGE|LGL82VL|5.1.1
samsung|SAMSUNG-SM-J320A|6.0.1
samsung|SC-02H|6.0.1
samsung|SM-G900T|6.0.1
samsung|SM-J120H|5.1.1
LGE|LG-H812|6.0
samsung|SM-N900K|5.0
samsung|SM-P900|5.0.2
Sony|E5803|6.0.1
samsung|SM-J5008|5.1
motorola|XT1570|5.1.1
LGE|LGLS775|6.0.1
samsung|SM-G930V|6.0.1
Sony|SOV33|6.0.1
HTC|HTC6545LVW|6.0.1
samsung|SM-A500W|5.0.2
samsung|SAMSUNG-SM-G930A|6.0.1
HTC|One|5.1.1
samsung|SM-G900FD|6.0.1
asus|ASUS_T00I|5.0
motorola|XT1575|6.0.1
Sony|D6633|6.0.1
Sony|E5606|5.0
LGE|LG-H525n|5.0.2
samsung|SM-G900F|6.0.1
LGE|LG-K535|6.0.1
Sony|E6853|6.0.1
asus|ASUS_Z00LD|6.0.1
samsung|SAMSUNG-SM-G925A|6.0.1
motorola|XT1225|6.0.1
samsung|SM-G935W8|6.0.1
samsung|SM-N910V|6.0.1
LGE|LG-ls990|5.1.1
samsung|SM-E700M|5.1.1
samsung|SAMSUNG-SM-N920A|6.0.1
Sony|Xperia Z1|5.1.1
samsung|H522Y|5.0
samsung|SM-J500M|6.0.1
LGE|LGLS996|5.1.1
LGE|LGMS428|6.0.1
HTC|HTC6525LVW|6.0
Sony|D6708|5.1.1
samsung|SM-G928T|6.0.1
HTC|HTC M8|6.0.1
samsung|SM-J510FN|6.0.1
samsung|SAMSUNG-SM-G890A|6.0.1
motorola|Nexus 6|7.0
LGE|LG-H901|6.0
samsung|SM-G388F|5.1.1
samsung|SM-N915G|5.1.1
LGE|VS985 4G|5.0
samsung|SM-N915P|5.1.1
Sony|501SO|6.0
Sony|E6653|6.0.1
LGE|VS987|6.0.1
LGE|VS880PP|5.1.1
samsung|SM-G930L|6.0.1
samsung|SM-N910F|6.0.1
motorola|MotoG3|6.0.1
LGE|LGL44VL|5.1.1
asus|ASUS_Z010D|6.0.1
samsung|SAMSUNG-SM-T817A|6.0.1
samsung|SM-N920I|6.0.1
samsung|GT-I9515|6.0.1
samsung|SHV-E330K|6.0.1
LGE|LG-D850|6.0
samsung|SM-J105Y|5.1.1
Sony|F8132|6.0.1
LGE|LG-K130|5.1.1
HTC|HTC 2PST2|6.0.1
samsung|SM-G900S|6.0.1
samsung|SM-N900P|5.1.1
samsung|SM-N910T|6.0.1
samsung|GT-I9506|6.0.1
motorola|XT1580|6.0.1
HTC|HTC_M10h|6.0.1
LGE|LGL52VL|5.1.1
HTC|HTC_0PKX2|5.1
samsung|SM-T550|6.0.1
samsung|SM-G9200|6.0.1
LGE|LGL61AL|5.1.1
samsung|SM-J320VPP|6.0.1
LGE|LG-H650|6.0
Sony|E2306|6.0.1
Sony|SO-04H|6.0.1
LGE|LG-H961N|6.0
samsung|SM-N920G|5.1.1
HTC|HTC6535LVW|6.0
samsung|SM-G550FY|5.1.1
LGE|LGMS550|6.0.1
samsung|GT-N7100|6.0.1
LGE|LG-H860|6.0.1
samsung|SM-N930T|6.0.1
Sony|E2312|6.0.1
samsung|SM-T330NU|5.1.1
samsung|SM-J700M|6.0.1
asus|ASUS_Z00UDC|5.0.2
LGE|LG-E410f|5.0.2
samsung|SPH-L710|6.0.1
samsung|SM-T807P|5.0.2
LGE|LG-H343|6.0
samsung|SAMSUNG-SM-J120A|6.0.1
Sony|SGP621|5.1.1
samsung|SM-G531Y|5.1.1
LGE|GT-I9300|6.0.1
samsung|SM-N930F|6.0.1
LGE|LG-H502|6.0
samsung|SM-G900M|6.0.1
LGE|Acer E3|5.0.1
samsung|SAMSUNG-SM-G891A|6.0.1
samsung|GT-N7105|6.0.1
samsung|SM-G930W8|6.0.1
Sony|D6603|6.0.1
samsung|SM-J200GU|5.1.1
samsung|SM-A800IZ|5.1.1
samsung|SM-N910G|6.0.1
asus|ASUS_Z017DA|6.0.1
HTC|HTC_D820u|6.0.1
LGE|LG-F240S|5.0.1
samsung|SM-J700T|6.0.1
samsung|SM-G925T|6.0.1
LGE|LG-AS990|5.0.1
samsung|SM-T377P|6.0.1
HTC|HTC One 801s|5.0.2
samsung|SM-A500F|6.0.1
samsung|SM-G900W8|6.0.1
samsung|SM-J320FN|5.1.1
motorola|XT1650|6.0.1
Sony|F5121|6.0.1
samsung|SM-G920W8|6.0.1
LGE|LG-D855|6.0.1
samsung|SM-G531H|6.0.1
samsung|SM-G800M|5.1.1
LGE|LG-K373|6.0
samsung|SM-G531M|5.1.1
HTC|HTC Desire 10 lifestyle|6.0.1
Sony|F8331|6.0.1
samsung|GT-S7272|5.1.1
samsung|SM-A300FU|6.0.1
samsung|SM-J700F|6.0.1
samsung|SM-N920G|6.0.1
samsung|SM- N920|6.0.1
samsung|SM-G530BT|5.0.2
samsung|SM-A910F|6.0.1
LGE|VK815|6.0
asus|ASUS_X008|6.0
samsung|SAMSUNG-SM-G928A|6.0.1
samsung|SM-G550T1|6.0.1
samsung|GT-S7273T|5.0
LGE|Nexus 5X|7.1.1
Sony|D6502|6.0.1
motorola|XT1095|6.0.1
samsung|SM-G9280|6.0.1
LGE|LG-H340n|6.0
samsung|SM-C7000|6.0.1
samsung|SM-N920|7.0
LGE|LG-H540|5.0.2
samsung|SM-J710GN|6.0.1
samsung|SM-N915V|6.0.1
motorola|XT1585|6.0.1
samsung|SM-T231|5.1.1
samsung|SM-A500FU|6.0.1
samsung|SM-T377T|6.0.1
LGE|LG-K540|6.0.1
LGE|LGMS210|7.0
HTC|HTCD160LVWPP|6.0.1
samsung|SM-A500M|6.0.1
samsung|SM-A510F|6.0.1
samsung|SAMSUNG-SM-G900A|6.0.1
samsung|SM-T813|6.0.1
samsung|SM-G935R4|6.0.1
samsung|SM-G903W|6.0.1
Sony|D6543|6.0.1
samsung|SM-G610M|6.0.1
samsung|SM-G6000|5.1.1
samsung|SM-J710MN|6.0.1
samsung|SM-G930F|7.0
samsung|SC-04F|6.0.1
asus|P027|6.0
HTC|HTC D10w|6.0
asus|Zenfone Max|7.1.1
LGE|LG-H810|6.0
LGE|LG-K550|6.0.1
LGE|LG-H818|6.0
samsung|SM-A710F|6.0.1
samsung|SM-G532MT|6.0.1
HTC|HTC Desire 626s|6.0.1
samsung|SM-A520F|6.0.1
samsung|SM-G610F|6.0.1
samsung|SM-T350|6.0.1
samsung|SM-G925I|6.0.1
LGE|LG-K425|6.0.1
HTC|HTC Desire 530|6.0.1
motorola|Moto G (4)|7.0
LGE|LGMP260|7.0
LGE|LGL56VL|6.0.1
samsung|SM-A520W|6.0.1
samsung|SM-G800F|6.0.1
samsung|SM-J510MN|6.0.1
Sony|E6553|7.0
samsung|SM-G950F|7.0
samsung|SM-G920F|7.0
samsung|SM-J700T1|6.0.1
motorola|Moto G Play|6.0.1
samsung|SM-G9500|7.0
samsung|SM-G900MD|6.0.1
HTC|HTC Desire 820|6.0.1
LGE|LG-H630|5.0.2
samsung|SM-G955W|7.0
samsung|SM-J700H|6.0.1
samsung|SM-J727P|7.0
motorola|XT1650|7.0
samsung|SM-G532G|6.0.1
samsung|SM-J710F|6.0.1
LGE|LG-K371|6.0
LGE|LG-K420|6.0
samsung|SM-J105H|5.1.1
LGE|LG-H831|7.0
LGE|LG-K530|6.0.1
Sony|F5121|7.1.1
LGE|LG-K371|7.0
samsung|SM-J730K|7.0
motorola|XT1635-02|6.0.1
samsung|SM-A720F|6.0.1
samsung|SM-J327R7|7.0
samsung|SM-G935F|7.0
samsung|SM-G530H|7.1.1
samsung|SAMSUNG-SM-G935A|7.0
asus|ASUS_Z00AD|6.0.1
samsung|SM-J110G|7.1.1
samsung|SAMSUNG-SM-T807A|6.0.1
samsung|SM-N950U1|7.1.1
samsung|SM-G9550|7.0
LGE|LGLS755|6.0.1
LGE|LG-H900|6.0
samsung|SM-J327P|6.0.1
LGE|LGLS676|6.0.1
samsung|SM-G930P|7.0
Sony|G8341|8.0.0
samsung|SM-P900|7.1.2
samsung|SM-G610F|7.0
Sony|G3226|7.0
HTC|HTC One_M8 dual sim|6.0
samsung|SM-T815Y|7.0
LGE|LGMS550|7.0
LGE|LG-X190|5.1
samsung|SM-N9500|7.0
samsung|SM-N950U|7.1.1
samsung|SAMSUNG-SM-G890A|7.0
samsung|SM-A520F|7.0
samsung|SM-G920P|7.0
LGE|LG-M151|6.0.1
samsung|SM-G930T|7.0
samsung|SAMSUNG-SM-G891A|7.0
samsung|SM-J530F|7.0
samsung|SM-J727V|7.0
samsung|SM-J701MT|7.0
LGE|LG-H525|7.1.2
samsung|SM-G965W|8.0.0
LGE|LGL84VL|7.0
samsung|SM-G935R4|7.0
samsung|SM-N950F|7.1.1
samsung|SM-E500H|5.1.1
motorola|Moto G (5)|7.0
HTC|HTC_M8Sx|6.0.1
LGE|VS995|7.0
samsung|SM-J327U|7.0
LGE|LGMP450|7.0
samsung|SM-J120F|5.1.1
LGE|LG-SP200|7.1.2
LGE|LG-M255|7.0
samsung|SM-S327VL|6.0.1
